epoch;categorical_accuracy;loss;val_categorical_accuracy;val_loss
0;0.4780219793319702;1.0738625526428223;0.6153846383094788;0.9124289155006409
1;0.6126373410224915;0.8180898427963257;0.5961538553237915;0.7426086068153381
2;0.7060439586639404;0.6607117652893066;0.6538461446762085;0.6885524392127991
3;0.7331240177154541;0.5925645232200623;0.7115384340286255;0.5943204164505005
4;0.7448979616165161;0.5544087886810303;0.7115384340286255;0.5668990015983582
5;0.7817896604537964;0.4942086637020111;0.7115384340286255;0.4740414619445801
6;0.8210361003875732;0.4231264591217041;0.7884615659713745;0.39749211072921753
7;0.8269230723381042;0.39697539806365967;0.8269230723381042;0.4591628909111023
8;0.8649921417236328;0.33894357085227966;0.8461538553237915;0.3697356581687927
9;0.8237833380699158;0.39630672335624695;0.8653846383094788;0.3794930577278137
10;0.8618524074554443;0.32662099599838257;0.8461538553237915;0.3778613209724426
11;0.8653846383094788;0.3155297040939331;0.7307692170143127;0.5140107870101929
12;0.8481161594390869;0.3514925539493561;0.7692307829856873;0.5000852942466736
13;0.8818681240081787;0.29640522599220276;0.8461538553237915;0.3784095048904419
14;0.8971742391586304;0.25628307461738586;0.8269230723381042;0.4100237488746643
15;0.8944270014762878;0.2546202540397644;0.7884615659713745;0.3992677927017212
16;0.9203296899795532;0.21659815311431885;0.7884615659713745;0.4116252660751343
17;0.9085557460784912;0.224099799990654;0.8269230723381042;0.37264734506607056
18;0.9140502214431763;0.21446889638900757;0.7692307829856873;0.7476387023925781
19;0.9093406796455383;0.22320501506328583;0.7884615659713745;0.3707139790058136
20;0.9293563365936279;0.20645448565483093;0.75;0.4768078625202179
21;0.9309262037277222;0.17309226095676422;0.8269230723381042;0.47842803597450256
22;0.9277864694595337;0.18573664128780365;0.7884615659713745;0.4554685354232788
23;0.9532967209815979;0.14623171091079712;0.8269230723381042;0.3736087381839752
24;0.9497645497322083;0.14887821674346924;0.807692289352417;0.41761690378189087
25;0.952904224395752;0.13910038769245148;0.7884615659713745;0.49572518467903137
26;0.965855598449707;0.12437235563993454;0.8269230723381042;0.3914220929145813
27;0.9489796161651611;0.14354470372200012;0.8269230723381042;0.5222333669662476
28;0.9230769276618958;0.19551566243171692;0.75;0.685310423374176
29;0.959968626499176;0.12340986728668213;0.7692307829856873;0.5001230835914612
30;0.9615384340286255;0.1208454892039299;0.8461538553237915;0.38817864656448364
31;0.9740973114967346;0.09727743268013;0.807692289352417;0.5940617322921753
32;0.9666405320167542;0.10347773879766464;0.7884615659713745;0.399821937084198
33;0.9799842834472656;0.07810130715370178;0.7884615659713745;0.44447436928749084
34;0.970565140247345;0.08797187358140945;0.7692307829856873;0.5212148427963257
35;0.9752747416496277;0.08611631393432617;0.807692289352417;0.42544886469841003
36;0.9795918464660645;0.07593771070241928;0.8269230723381042;0.4380307197570801
37;0.9890109896659851;0.06418970227241516;0.8269230723381042;0.3975111246109009
38;0.9737048745155334;0.0814995989203453;0.75;0.527393639087677
39;0.9835164546966553;0.06458643078804016;0.8461538553237915;0.37164944410324097
40;0.9611459970474243;0.10773582756519318;0.8269230723381042;0.3385500907897949
41;0.9701727032661438;0.08558102697134018;0.807692289352417;0.5715722441673279
42;0.982339084148407;0.06637074053287506;0.807692289352417;0.5218909978866577
43;0.9874411225318909;0.055182069540023804;0.8269230723381042;0.4130060374736786
44;0.9827315807342529;0.06153598427772522;0.807692289352417;0.4570760428905487
45;0.9850863218307495;0.059923384338617325;0.7884615659713745;0.63023442029953
46;0.9913657903671265;0.04152398556470871;0.7884615659713745;0.653985321521759
47;0.9784144163131714;0.0691850408911705;0.75;0.5681726336479187
48;0.9870486855506897;0.05571101978421211;0.7692307829856873;0.47951528429985046
49;0.9901883602142334;0.042231861501932144;0.7884615659713745;0.464557021856308
50;0.9870486855506897;0.04405740648508072;0.7307692170143127;0.6048873066902161
51;0.9897959232330322;0.04304786026477814;0.8269230723381042;0.47507646679878235
52;0.9921507239341736;0.03793513402342796;0.7692307829856873;0.4748937487602234
53;0.9948979616165161;0.02895667776465416;0.8269230723381042;0.4567145109176636
54;0.9952903985977173;0.02756618522107601;0.7307692170143127;0.5189582109451294
55;0.9945054650306702;0.028553374111652374;0.7884615659713745;0.4648893177509308
56;0.9964678287506104;0.024824358522892;0.8269230723381042;0.44727379083633423
57;0.9952903985977173;0.025618186220526695;0.8461538553237915;0.41933855414390564
58;0.9960753321647644;0.020709911361336708;0.8269230723381042;0.46329638361930847
59;0.9886185526847839;0.041356850415468216;0.7884615659713745;0.5150047540664673
60;0.9780219793319702;0.06514839082956314;0.8461538553237915;0.5427389740943909
61;0.971742570400238;0.07378026098012924;0.7692307829856873;0.7876236438751221
62;0.9811617136001587;0.05398688465356827;0.8461538553237915;0.5912982821464539
63;0.9835164546966553;0.049087025225162506;0.807692289352417;0.6646907329559326
64;0.9548665881156921;0.11450569331645966;0.75;0.6658547520637512
65;0.9752747416496277;0.07492562383413315;0.7884615659713745;0.6426494121551514
66;0.9689952731132507;0.08438435196876526;0.7692307829856873;0.604916512966156
67;0.952904224395752;0.12133018672466278;0.807692289352417;0.4762764573097229
68;0.9874411225318909;0.044257018715143204;0.9038461446762085;0.3800373077392578
69;0.9894034266471863;0.03457466512918472;0.807692289352417;0.4702248275279999
70;0.9948979616165161;0.028602363541722298;0.7115384340286255;0.5542377233505249
71;0.9972527623176575;0.017023911699652672;0.7884615659713745;0.5227295756340027
72;0.9890109896659851;0.03350219875574112;0.75;0.5859460234642029
73;0.9952903985977173;0.024621061980724335;0.7692307829856873;0.5288358330726624
74;0.9952903985977173;0.021702922880649567;0.75;0.6058447360992432
75;0.9964678287506104;0.01781107671558857;0.8269230723381042;0.4692162871360779
76;0.9976451992988586;0.018555637449026108;0.8269230723381042;0.5293260812759399
77;0.9968602657318115;0.019031869247555733;0.807692289352417;0.5310257077217102
78;0.9913657903671265;0.032977115362882614;0.807692289352417;0.5472452044487
79;0.9984301328659058;0.01639607734978199;0.7884615659713745;0.7326343059539795
80;0.9956828951835632;0.01710468903183937;0.7884615659713745;0.6209224462509155
81;1.0;0.008743809536099434;0.807692289352417;0.5332788825035095
82;0.9921507239341736;0.028914660215377808;0.7884615659713745;0.6205561757087708
83;0.9901883602142334;0.03357601538300514;0.8269230723381042;0.4923664629459381
84;0.9964678287506104;0.016943924129009247;0.7884615659713745;0.5750104188919067
85;0.9956828951835632;0.01753915660083294;0.807692289352417;0.5733911991119385
86;0.9913657903671265;0.02949683554470539;0.807692289352417;0.7972584366798401
87;0.9831240177154541;0.04721229895949364;0.7115384340286255;0.864456295967102
88;0.9917582273483276;0.031637128442525864;0.7884615659713745;0.7080895304679871
89;0.9972527623176575;0.01754685677587986;0.7884615659713745;0.5174333453178406
90;0.9905808568000793;0.029122455045580864;0.7884615659713745;0.6259060502052307
91;0.9925431609153748;0.023846693336963654;0.807692289352417;0.725835919380188
92;0.9905808568000793;0.0297363493591547;0.7692307829856873;0.6960664391517639
93;0.9870486855506897;0.03987942636013031;0.7692307829856873;0.823323130607605
94;0.982339084148407;0.05893207713961601;0.75;0.6875878572463989
95;0.9901883602142334;0.029271813109517097;0.7884615659713745;0.5859666466712952
96;0.9945054650306702;0.020771004259586334;0.7692307829856873;0.6138049364089966
97;0.9929356575012207;0.022294579073786736;0.75;0.7124863862991333
98;0.9897959232330322;0.03168921545147896;0.7884615659713745;0.7840397357940674
99;0.9379906058311462;0.16618283092975616;0.7692307829856873;0.6856513619422913
100;0.9536891579627991;0.13003408908843994;0.7307692170143127;0.9556789398193359
